product_ID,sentence_ID,review_ID,cleaned_sentence,aspect_span,opinion_span,cleaned_opinion_span,sentiment,category
38419317,2,384193172,후드 소재는 두툼하게 후드 핏 잘 잡아주고 전체적으로는 얇은편이라서 봄 가을이나 여름에는 저녁쯤 입기 좋습니다,소재는,두툼하게 후드 핏 잘 잡아주고 전체적으로는 얇은편이라서,두툼하게 후드 핏 잘 잡아주고 전체적으로는 얇은편이라서,POS,소재
38419317,3,384193173,손목이랑 밑단 시보리 짱짱해서 좋아요,손목이랑,짱짱해서 좋아요,짱짱해서 좋아요,POS,손목
38419317,3,384193173,손목이랑 밑단 시보리 짱짱해서 좋아요,밑단 시보리,짱짱해서 좋아요,짱짱해서 좋아요,POS,밑단시보리
11640231,1,116402311,핏은 너무 크지도 않고 너무 작지도 않아서 예쁜 핏이구요,핏은,너무 크지도 않고 너무 작지도 않아서 예쁜,너무 크지도 않고 너무 작지도 않아서 예쁜,POS,핏
14287448,1,142874481,배송: 배송상태도 깨끗하고 뭐 묻은거 없이 잘 왔구요 오염된것도 딱히 없었던것 같아요,배송상태도,깨끗하고 뭐 묻은거 없이,깨끗하고 뭐 묻은거 없이,POS,배송 상태
38709753,1,387097531,글씨 색깔이 다르긴 한데 저만 그런건지는 모르니 참고만 하세욤,글씨 색깔이,다르긴 한데,다르긴 한데,NEG,색
38709753,2,387097532,그리고 모자가 생각보다 별로 안커요,모자가,생각보다 별로 안커요,생각보다 별로 안커요,POS,모자
38709753,3,387097533,근데 프린팅이 좀 싼티남,프린팅이,좀 싼티남,좀 싼티남,NEG,프린팅
38709753,4,387097534,핏은 처음에는 별로 였는데 다시 입어보니깐 나쁘지 않았어요,핏은,나쁘지 않았어요,나쁘지 않았어요,NEU,핏
10506148,1,105061481,크림색이랑 진회색이랑 100번 고민하다가 진회색 색이 유니크해서 골라봤는데 와.. 너무 예뻐요,진회색 색이,유니크해서 골라봤는데 와… ㄷㄷ 너무 예뻐요,유니크해서 골라봤는데 와.. 너무 예뻐요,POS,색
28783444,1,287834441,사이즈 딱 좋아요,사이즈,딱 좋아요,딱 좋아요,POS,사이즈
28783444,2,287834442,기모도 폭닥폭닥 기분 좋은 기모라 딱 겨울철에 입기 좋습니당.,기모도,폭닥폭닥 기분 좋은 기모라,폭닥폭닥 기분 좋은 기모라,POS,기모
28783444,3,287834443,마감이 좀 안 좋았어서 손목쪽에 실밥이 터졋는데 바로 대처를 해주셔서 좋앗습니다!!,마감이,좀 안 좋았어서,좀 안 좋았어서,NEG,마감
26624149,1,266241491,프린팅이 너무 큐티뽕짝하고 기모여서 너무 부드러워요,프린팅이,너무 큐티뽕짝하고,너무 큐티뽕짝하고,POS,프린팅
26624149,1,266241491,프린팅이 너무 큐티뽕짝하고 기모여서 너무 부드러워요,기모여서,너무 부드러워요,너무 부드러워요,POS,기모
38349242,1,383492421,핏한 옷 사도 대부분 헐렁한데 이건 진짜 딱 맞게 떨어져서 핏이 너무 맘에 들어요,핏이,진짜 딱 맞게 떨어져서,진짜 딱 맞게 떨어져서,POS,핏
35127709,1,351277091,"그래도 가격 부담없고 검정후드티 갖고싶었어서..,, 생각보다 핏도 이쁘고 따듯해여",가격,부담없고,부담없고,POS,가격
35127709,1,351277091,"그래도 가격 부담없고 검정후드티 갖고싶었어서..,, 생각보다 핏도 이쁘고 따듯해여",핏도,이쁘고,이쁘고,POS,핏
33181394,1,331813941,배송이 너무 오래 걸렸어요.,배송이,너무 오래 걸렸어요.,너무 오래 걸렸어요.,NEG,배송
27378979,1,273789791,두 사이즈 업 하세요 무조건!!,사이즈,두 사이즈 업 하세요,두 사이즈 업 하세요,NEU,사이즈
26131879,1,261318791,핏이 어정쩡함,핏이,어정쩡함,어정쩡함,NEG,핏
26131879,2,261318792,어깨 넓어보임,어깨,넓어보임,넓어보임,NEG,어깨
26131879,3,261318793,근데 비싼만큼 퀄리티 좋고 편함,퀄리티,비싼만큼 퀄리티 좋고,비싼만큼 퀄리티 좋고,POS,퀄리티
11546812,1,115468121,약간 가오리핏이라 부담스러운 오버핏이 아니라 아방한 핏이여서 완전 존예에야,핏이여서,부담스러운 오버핏이 아니라 아방한,부담스러운 오버핏이 아니라 아방한,POS,핏이
11546812,2,115468122,밝은 밤색도 아니고 화면이랑 거의 비슷똑같은 색이라 개전예,색이라,화면이랑 거의 비슷똑같은,화면이랑 거의 비슷똑같은,POS,색
11546812,3,115468123,안에 기모가 잇긴한데 엄청은 아니지만 살짝얇앗어여,기모가,잇긴한데 엄청은 아니지만 살짝얇앗어여,잇긴한데 엄청은 아니지만 살짝얇앗어여,NEU,기모
10252932,1,102529321,꽤나 짧지만 꾸안꾸로 완전 완벽한 것 같습니다!!,꾸안꾸로,완전 완벽한 것 같습니다,완전 완벽한 것 같습니다,POS,꾸안꾸
4478914,1,44789141,디자인은 완전 대만족입니다,디자인은,완전 대만족입니다,완전 대만족입니다,POS,디자인
4478914,2,44789142,기모라서 넘 두꺼울까봐 걱정했는데 얇은 기모라 봄 가을에 충분히 입을 수 있을 거 같아용,기모라서,넘 두꺼울까봐 걱정했는데 얇은 기모라,넘 두꺼울까봐 걱정했는데 얇은 기모라,POS,기모
5597031,1,55970311,색감도 핏도 제가 원하던 그대로여서 정말 만족했고 친구들도 다들 너무 예쁘다고 해줬어요!!,색감도,제가 원하던 그대로여서,제가 원하던 그대로여서,POS,색
5597031,1,55970311,색감도 핏도 제가 원하던 그대로여서 정말 만족했고 친구들도 다들 너무 예쁘다고 해줬어요!!,핏도,제가 원하던 그대로여서,제가 원하던 그대로여서,POS,핏
5597031,2,55970312,급하게 주문해서 빠른배송 부탁드렸더니 긴급배송으로 엄청 빠르게 보내주셔서 너무 감사했어요!,빠른배송,엄청 빠르게 보내주셔서,엄청 빠르게 보내주셔서,POS,배송
17952562,1,179525621,보통 택배 봉투 뜯으면 옷에서 냄새 나는데 냄새 하나도 안 나서 넘 기분 좋았구 화요일에 시켜서 목요일에 왔으요,냄새,냄새 하나도 안 나서,냄새 하나도 안 나서,POS,냄새
5597031,1,55970311,생각보다 색이 쨍한 노랑이라서 받고 조금 당황했어요..,색이,쨍한 노랑이라서,쨍한 노랑이라서,NEU,색
13843269,1,138432691,아방하고 오버핏으로 입기 좋은것 같아요오,핏으로,아방하고 오버핏으로,아방하고 오버핏으로,POS,핏
31569442,1,315694421,옷 색깔은 좋은데 글자 색이 판매 사진과 조금 다른거 참고 해주세요,글자 색이,판매 사진과 조금 다른거,판매 사진과 조금 다른거,NEG,색
31569442,2,315694422,핏 예쁘고 잘 샀다 생각합니다,핏,예쁘고,예쁘고,POS,핏
24858097,1,248580971,생각보다 아이보리 느낌나고 약간 린넨느낌 재질이에요,재질이에요,린넨느낌,린넨느낌,NEU,재질
35736051,1,357360511,살 땐 너무 비싼가 ? 했는데 받고 보니 전체적으로 디테일이 좋고 재질도 튼튼해서 만족스러워요!!,디테일이,좋고,좋고,POS,디테 일이
35736051,1,357360511,살 땐 너무 비싼가 ? 했는데 받고 보니 전체적으로 디테일이 좋고 재질도 튼튼해서 만족스러워요!!,재질도,튼튼해서,튼튼해서,POS,재질
35736051,2,357360512,소매에 워머 디테일도 있고 품도 널널해서 편하게 입을 수 있는데 옷 자체가 예뻐서 대충 입은 것 같지도 않고 조아융,소매에,워머 디테일도 있고,워머 디테일도 있고,POS,소매
35736051,2,357360512,소매에 워머 디테일도 있고 품도 널널해서 편하게 입을 수 있는데 옷 자체가 예뻐서 대충 입은 것 같지도 않고 조아융,품도,널널해서 편하게 입을 수 있는데,널널해서 편하게 입을 수 있는데,POS,품
28263173,1,282631731,살짝 큰 감이 있는데 핏도 괜찮아서 만쪽 합니다,핏도,괜찮아서,괜찮아서,POS,핏
6991057,1,69910571,칼배송 폼 미쳤다..,칼배송,폼 미쳤다,폼 미쳤다,POS,칼 배송
2735470,1,27354701,옷도 두껍고 기모도 좋아서 올 겨울 따뜻하게 보내실 수 있겠네요,옷도,두껍고,두껍고,POS,옷
2735470,1,27354701,옷도 두껍고 기모도 좋아서 올 겨울 따뜻하게 보내실 수 있겠네요,기모도,좋아서,좋아서,POS,기모
11626086,1,116260861,옷튼튼하고 두툼하고 예쁘고 사지않을 이유가 업숨다.,옷,튼튼하고 두툼하고 예쁘고,튼튼하고 두툼하고 예쁘고,POS,옷
10955555,1,109555551,진짜 얇고 핏이 딱 떨어져서 개이뻐요,핏이,딱 떨어져서,딱 떨어져서,POS,핏
10955555,2,109555552,그리고 허리를 잘 잡아주고 안 불편해서 너무 좋앙,허리를,잘 잡아주고 안 불편해서,잘 잡아주고 안 불편해서,NEG,허리
6161498,1,61614981,나그랑이라 어깨도 안 넓어보여서 좋고 색감 너무 이쁘게 빠졌어요,어깨도,안 넓어보여서,안 넓어보여서,POS,어깨
6161498,1,61614981,나그랑이라 어깨도 안 넓어보여서 좋고 색감 너무 이쁘게 빠졌어요,색감,너무 이쁘게 빠졌어요,너무 이쁘게 빠졌어요,POS,색
6161498,2,61614982,살짝 퍼프소매라 너무 귀여워보이고 기모 덕분에 엄청 뜨끈해요,퍼프소매라,너무 귀여워보이고,너무 귀여워보이고,POS,퍼프소매
6161498,2,61614982,살짝 퍼프소매라 너무 귀여워보이고 기모 덕분에 엄청 뜨끈해요,기모,엄청 뜨끈해요,엄청 뜨끈해요,POS,기모
6161498,3,61614983,기장이랑 소매가 좀 길긴 한데 색상이랑 무엇보다 뒤에 프린팅이 너무 마음에 들어요!,기장이랑,좀 길긴 한데,좀 길긴 한데,NEG,기장
6161498,3,61614983,기장이랑 소매가 좀 길긴 한데 색상이랑 무엇보다 뒤에 프린팅이 너무 마음에 들어요!,소매가,좀 길긴 한데,좀 길긴 한데,NEG,소매
6161498,3,61614983,기장이랑 소매가 좀 길긴 한데 색상이랑 무엇보다 뒤에 프린팅이 너무 마음에 들어요!,색상이랑,너무 마음에 들어요!,너무 마음에 들어요!,POS,색
6161498,3,61614983,기장이랑 소매가 좀 길긴 한데 색상이랑 무엇보다 뒤에 프린팅이 너무 마음에 들어요!,프린팅이,너무 마음에 들어요!,너무 마음에 들어요!,POS,프린팅
6161498,4,61614984,모자 크기도 작지 않고 적당히 편하게 쓰기 좋아요,모자,크기도 작지 않고,크기도 작지 않고,NEU,모자
30592261,1,305922611,피그먼트 잘 안보이고 그냥 검정 같아요..,피그먼트,잘 안보이고,잘 안보이고,NEG,피그먼트
10805703,1,108057031,오버핏으로 입으니 예쁘네요,오버핏으로,예쁘네요,예쁘네요,POS,버핏
11458227,1,114582271,일단 배송아 빨랏어요,배송아,빨랏어요,빨랏어요,POS,배송
11458227,2,114582272,그리고 좋은 점이 부들부들 재질이 진짜 좋고 기모라서 더 부드러워요,재질이,진짜 좋고,진짜 좋고,POS,재질
11458227,2,114582272,그리고 좋은 점이 부들부들 재질이 진짜 좋고 기모라서 더 부드러워요,기모라서,더 부드러워요,더 부드러워요,POS,기모
26079359,1,260793591,네이비도 색 정말 예쁘고 포인트로 흰 글씨도 귀여워용,색,정말 예쁘고,정말 예쁘고,POS,색
26079359,1,260793591,네이비도 색 정말 예쁘고 포인트로 흰 글씨도 귀여워용,포인트로,흰 글씨도 귀여워용,흰 글씨도 귀여워용,POS,포인트
26079359,2,260793592,넘 따뜻하고 젤 예쁜 오버핏이에용,오버핏이에용,젤 예쁜,젤 예쁜,POS,버핏 용
11123080,1,111230801,생각보다 품이며 팔길이도 널널했고 옷두께는 생각보다 얇았어요,품이며,널널했고,널널했고,POS,품
11123080,1,111230801,생각보다 품이며 팔길이도 널널했고 옷두께는 생각보다 얇았어요,팔길이도,널널했고,널널했고,POS,길이
11123080,1,111230801,생각보다 품이며 팔길이도 널널했고 옷두께는 생각보다 얇았어요,옷두께는,생각보다 얇았어요,생각보다 얇았어요,NEU,옷 두께
11123080,2,111230802,그래도 가을가을한 느낌의 버건디 만족합니다,버건디,가을가을한 느낌의,가을가을한 느낌의,POS,버건디
23765728,1,237657281,후드집업이 너무 헐렁하지도않고 불편하게 꽉끼지도 않는데 쫀쫀하게 잡아줘서 핏도 예뻐서 잘 입을수 있어용,핏도,쫀쫀하게 잡아줘서,쫀쫀하게 잡아줘서,POS,핏
39221705,1,392217051,시보리가 완전 헐렁 그자체. 몸통 핏이 네모. 완전 네모라 잘 입을지 모르겠네요.. 끈은 마음에 듭니다,시보리가,완전 헐렁 그자체,완전 헐렁 그자체,NEG,보리
39221705,2,392217052,색도 그레이도 어둡고 차콜도 어둡습니다.,색도,그레이도 어둡고 차콜도 어둡습니다.,그레이도 어둡고 차콜도 어둡습니다.,NEU,색
39221705,3,392217053,몸통 핏이 네모.,핏이,네모.,네모.,NEG,핏
16140448,1,161404481,핏 진짜 날씬하게 떨어지고 길이도 길고 허리라인도 은근 잡혀있음,핏,진짜 날씬하게 떨어지고,진짜 날씬하게 떨어지고,POS,핏
16140448,1,161404481,핏 진짜 날씬하게 떨어지고 길이도 길고 허리라인도 은근 잡혀있음,길이도,길고,길고,POS,길이
16140448,1,161404481,핏 진짜 날씬하게 떨어지고 길이도 길고 허리라인도 은근 잡혀있음,허리라인도,은근 잡혀있음,은근 잡혀있음,POS,허리 라인
14428456,1,144284561,엉덩이 살짝 덮이는 기장으로 딱이에요,기장으로,엉덩이 살짝 덮이는,엉덩이 살짝 덮이는,POS,기장
5400315,1,54003151,진짜 너무 처지지도 않고 딱 뭔가 고정된 느낌이라 좋음,느낌이라,딱 뭔가 고정된,딱 뭔가 고정된,POS,느낌
26641368,1,266413681,허리가 딱 잡혀있어서 핏이 지존이에요!,핏이,지존이에요!,지존이에요!,POS,핏
3322885,1,33228851,기대했던 오버핏은 아닌것 같아욤,오버핏은,기대했던 오버핏은 아닌것 같아욤ㅠㅠ,기대했던 오버핏은 아닌것 같아욤,NEG,버핏
1220311,1,12203111,옷은 사이즈는 잘 맞아요~,사이즈는,잘 맞아요~,잘 맞아요~,POS,사이즈
1220311,2,12203112,다만 안에 하얀털이 잔뜩 묻어나서 상의가 어두운 계통을 입으면 다 묻어남,하얀털이,잔뜩 묻어나서,잔뜩 묻어나서,NEG,털
25484764,1,254847641,배송은 3일 걸렸어요.,배송은,3일 걸렸어요.,3일 걸렸어요.,NEU,배송
25484764,2,254847642,디자인은 그냥 상세 이미지 그대로입니다.,디자인은,상세 이미지 그대로입니다.,상세 이미지 그대로입니다.,POS,디자인
25484764,3,254847643,근데 포인트들이 있어서 귀여워요.,포인트들이,있어서 귀여워요.,있어서 귀여워요.,POS,포인트
25484764,4,254847644,아쉬운점은 마감처리가 좀 아쉽네요.,마감처리가,좀 아쉽네요.,좀 아쉽네요.,NEG,마감 처리
25484764,5,254847645,재질인 기모는 아닌데 좀 두꺼워요.,재질인,기모는 아닌데 좀 두꺼워요.,기모는 아닌데 좀 두꺼워요.,NEG,재질
28845349,1,288453491,상품에 나온것같은 재질은 아니에요,재질은,상품에 나온것같은 재질은 아니에요,상품에 나온것같은 재질은 아니에요,NEG,재질
8853000,1,88530001,진짜 핏 미쳤어요,핏,미쳤어요,미쳤어요,POS,핏
8853000,2,88530002,기장 길까 봐 걱정했는데 딱 좋아서 탄성이 절로..,기장,딱 좋아서,딱 좋아서,POS,기장
16140448,1,161404481,물빠짐이 장난 아닙니다,물빠짐이,장난 아닙니다,장난 아닙니다,NEG,물
16140448,2,161404482,핏은 어정쩡해요,핏은,어정쩡해요,어정쩡해요,NEG,핏
10661110,1,106611101,스트링이 너무 쪼여서 밑단이 계속 올라가서 불편해요,밑단이,계속 올라가서 불편해요 ㅠ,계속 올라가서 불편해요,NEG,밑단
37948498,1,379484981,배송 한 달 반 걸렸구.. 모델컷 보고 팔통이 넓어보여서 편하게 입으려구 산건데 엄청 작더라고요,배송,한 달 반 걸렸구..,한 달 반 걸렸구..,NEG,배송
37948498,1,379484981,배송 한 달 반 걸렸구.. 모델컷 보고 팔통이 넓어보여서 편하게 입으려구 산건데 엄청 작더라고요,팔통이,엄청 작더라고요,엄청 작더라고요,NEG,통
26806152,1,268061521,일단 재질이 빳빳한 재질이 아니구여!,재질이,빳빳한 재질이 아니구여!,빳빳한 재질이 아니구여!,NEU,재질
26806152,2,268061522,밑단을 접어서 입기에도 이상하고 그래서 그냥 알바할때 입습미다 ..,밑단을,접어서 입기에도 이상하고,접어서 입기에도 이상하고,NEG,밑단
26830050,3,268300503,"다른 색은 잘 모르겠지만 검정은 비추합니다,,",색은,"검정은 비추합니다,,","검정은 비추합니다,,",NEG,색
27348256,1,273482561,기모가 없는 걸 선택했는데 생각보다 너무 얇은 느낌이어서 살짝 후회 중입니다.,기모가,없는 걸 선택했는데 생각보다 너무 얇은 느낌이어서,없는 걸 선택했는데 생각보다 너무 얇은 느낌이어서,NEG,기모
10268175,1,102681751,화면과 같은 색 디자인이긴 하나 허리 고무줄이 너무 짱짱해서 자꾸올라가요,디자인,화면과 같은 색,화면과 같은 색,POS,디자인
10268175,1,102681751,화면과 같은 색 디자인이긴 하나 허리 고무줄이 너무 짱짱해서 자꾸올라가요,고무줄이,너무 짱짱해서 자꾸올라가요,너무 짱짱해서 자꾸올라가요,NEU,고무줄
36422692,1,364226921,진짜 햄스터 프린팅이 너무 귀여워서 샀는데 먼지가..진짜..세탁해도 계속 나와요,프린팅이,햄스터 프린팅이 너무 귀여워서,햄스터 프린팅이 너무 귀여워서,POS,프린팅
36422692,1,364226921,진짜 햄스터 프린팅이 너무 귀여워서 샀는데 먼지가..진짜..세탁해도 계속 나와요,먼지가,세탁해도 계속 나와요ㅠㅠ,세탁해도 계속 나와요,NEG,먼지
9494493,1,94944931,이가격에 산게 정말 감격스럽습니다..,이가격에,감격스럽습니다..,감격스럽습니다..,POS,가격
9494493,2,94944932,핏: 어깨라인에서 촤르르 떨어지는 핏..? 넘나 예뻐요,핏:,어깨라인에서 촤르르,어깨라인에서 촤르르,POS,핏
9494493,2,94944932,핏: 어깨라인에서 촤르르 떨어지는 핏..? 넘나 예뻐요,핏:,넘나 예뻐요,넘나 예뻐요,POS,핏
9494493,3,94944933,"소재: 저는 사진만 보고 수영복 재질의 촤르르 떨어지는 소재일 줄 알고 정말 얇을 거라 생각했든데, 예상외로 굉장히 따뜻하고 부드러운 소재더라구요!",소재:,예상외로 굉장히 따뜻하고 부드러운,예상외로 굉장히 따뜻하고 부드러운,POS,소재
9494493,4,94944934,보풀나는 재질도 아니구..,재질,보풀나는 재질도 아니구..,보풀나는 재질도 아니구..,POS,재질
9494493,5,94944935,소재 퀄리티가 너무 기대이상이라!! 놀랐습니다,소재,너무 기대이상이라!!,너무 기대이상이라!!,POS,소재
9494493,6,94944936,"색: 보시는 그대로 네이비 색이고요 네, 그냥 보시는 그대로입니다 존예예요",색,보시는 그대로 네이비 색,보시는 그대로 네이비 색,NEU,색
